ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,SD_SCHUL_CODE,SCHUL_NM,ENG_SCHUL_NM,SCHUL_KND_SC_NM,LCTN_SC_NM,JU_ORG_NM,FOND_SC_NM,ORG_RDNZC,ORG_RDNMA,ORG_RDNDA,ORG_TELNO,HMPG_ADRES,COEDU_SC_NM,ORG_FAXNO,HS_SC_NM,INDST_SPECL_CCCCL_EXST_YN,HS_GNRL_BUSNS_SC_NM,SPCLY_PURPS_HS_ORD_NM,ENE_BFE_SEHF_SC_NM,DGHT_SC_NM,FOND_YMD,FOAS_MEMRD,LOAD_DTM
R10,경상북도교육청,8771071,계림초등학교,Gyerim Elementary School,초등학교,경상북도,경상북도경주교육지원청,공립,38140 ,경상북도 경주시 동문로43번길 16,", 계림초등학교 (북부동, 계림초등학교)",054-745-3013,https://school.gyo6.net/gyerimes,남여공학,054-741-5345,,N,일반계,,전기,주간,19070401,19070401,20260423
R10,경상북도교육청,8821034,고경초등학교,Gogyeong Elementary School,초등학교,경상북도,경상북도영천교육지원청,공립,38901 ,경상북도 영천시 고경면 호국로 1276,"(고경면, 고경초등학교)",054-336-3075,http://school.gyo6.net/kogyung,남여공학,054-337-1485,,N,일반계,,전기,주간,19270729,19270729,20260423
R10,경상북도교육청,8921029,고령중학교,Goryeong Middle School,중학교,경상북도,경상북도고령교육지원청,공립,40132 ,경상북도 고령군 대가야읍 가야금길 20,"(대가야읍, 고령중학교)",054-956-5712,https://school.gyo6.net/kojung,남여공학,054-956-5717,,N,일반계,,전기,주간,19470809,19470809,20260423
R10,경상북도교육청,8921034,고령중학교개진분교장,Goryeong Middle School Gaejin Branch School,중학교,경상북도,경상북도고령교육지원청,공립,40148 ,경상북도 고령군 개진면 오사길 83,", 고령중학교 개진분교장 (개진면)",054-954-8283,https://school.gyo6.net/gaejinms,남여공학,054-954-8595,,N,일반계,,전기,주간,19820109,19820109,20260423
R10,경상북도교육청,8921037,고령중학교우곡분교장,고령중학교우곡분교장,중학교,경상북도,경상북도고령교육지원청,공립,40155 ,경상북도 고령군 우곡면 우곡로 492-19,고령중학교우곡분교장,054-955-4610,https://school.gyo6.net/ugokms,남여공학,054-955-8195,,N,일반계,,전기,주간,19710325,19710325,20260423
R10,경상북도교육청,8921018,고령초등학교,Goryeong Elementary School,초등학교,경상북도,경상북도고령교육지원청,공립,40136 ,경상북도 고령군 왕정길 10 ,", 고령초등학교 (대가야읍)",054-955-2460,http://school.gyo6.net/goryonges,남여공학,054-954-1931,,N,일반계,,전기,주간,19040712,19040712,20260423
R10,경상북도교육청,8801086,고아초등학교,Goa Elementary School,초등학교,경상북도,경상북도구미교육지원청,공립,39142 ,경상북도 구미시 고아읍 관심1길 46,"(고아읍,고아초등학교)",054-481-3005,http://school.gyo6.net/goa,남여공학,054-481-4510,,N,일반계,,전기,주간,19290910,19290910,20260423
R10,경상북도교육청,8761111,곡강초등학교,Gokgang Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37531 ,경상북도 포항시 북구 흥해읍 칠포로 7,"(흥해읍,곡강초등학교)",054-261-0121,http://school.gyo6.net/gokgang,남여공학,054-261-6860,,N,일반계,,전기,주간,19350529,19350529,20260423
R10,경상북도교육청,8831044,공검초등학교,Gonggeom Elementary School,초등학교,경상북도,경상북도상주교육지원청,공립,37131 ,경상북도 상주시 공검면 공검이안길 27,", 공검초등학교 (공검면)",054-541-1710,http://school.gyo6.net/gonggeom,남여공학,054-541-8835,,N,일반계,,전기,주간,19680301,19680301,20260423
R10,경상북도교육청,8781123,공학성의중학교,Seongui Girls Middle School,중학교,경상북도,경상북도김천교육지원청,사립,39621 ,경상북도 김천시 평화순환길 250-11,공학성의중학교,054-433-6775,https://school.gyo6.net/seongui,여,054-434-1972,,N,일반계,,전기,주간,19490507,19490507,20260423
R10,경상북도교육청,8941040,관호초등학교,Gwanho Elementary School,초등학교,경상북도,경상북도칠곡교육지원청,공립,39828 ,경상북도 칠곡군 약목면 무림3길 16-59,"(약목면, 관호초등학교)",054-974-7340,http://school.gyo6.net/gwanhoes,남여공학,054-975-0727,,N,일반계,,전기,주간,19730302,19730302,20260423
R10,경상북도교육청,8801136,광평중학교,Gwangpyeong Middle School,중학교,경상북도,경상북도구미교육지원청,공립,39272 ,경상북도 구미시 화신로10길 11-12,(광평동),054-444-4510,https://school.gyo6.net/gp,남여공학,054-444-4513,,N,해당없음,,전기,주간,20080301,20080301,20260423
R10,경상북도교육청,8801087,광평초등학교,Gwangpyeong Elementary School,초등학교,경상북도,경상북도구미교육지원청,공립,39272 ,경상북도 구미시 구미대로 285,"(광평동, 광평초등학교)",054-463-2024,http://school.gyo6.net/kwangpyunges,남여공학,054-461-9957,,N,해당없음,,전기,주간,19391120,19400420,20260423
R10,경상북도교육청,8771072,괘릉초등학교,Gwaereung Elementary School,초등학교,경상북도,경상북도경주교육지원청,공립,38210 ,경상북도 경주시 외동읍 신계입실길 139-5,"(외동읍, 괘릉초등학교)",054-746-6150,http://school.gyo6.net/greung,남여공학,054-745-0630,,N,일반계,,전기,주간,19591210,19591210,20260423
R10,경상북도교육청,8761182,구룡포중학교,Guryongpo Middle School,중학교,경상북도,경상북도포항교육지원청,공립,37931 ,경상북도 포항시 남구 구룡포읍 호미로 341,,054-276-3991,https://school.gyo6.net/guryongpo,남여공학,054-276-3642,,N,일반계,,전기,주간,19480218,19480218,20260423
R10,경상북도교육청,8761112,구룡포초등학교,Guryongpo Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37932 ,경상북도 포항시 남구 구룡포읍 구룡포길 61,"(구룡포읍, 구룡포초등학교)",054-276-2531,https://school.gyo6.net/grp,남여공학,054-284-1150,,N,일반계,,전기,주간,19231204,19231204,20260423
R10,경상북도교육청,8750084,구미고등학교,Gumi High School,고등학교,경상북도,경상북도교육청,공립,39198 ,경상북도 구미시 문장로 42,"(도량동, 구미고등학교)",054-452-9115,http://school.gyo6.net/gumigo,남,054-604-2111,자율고,N,일반계,,전기,주간,19791121,19791121,20260423
R10,경상북도교육청,8750613,구미고등학교부설방송통신고등학교,Gumi Air and Correspondence High School,방송통신고등학교,경상북도,경상북도교육청,공립,39198 ,경상북도 구미시 문장로 42,"(도량동,구미고등학교)",054-452-9117,,남여공학,054-453-8673,일반고,N,일반계,,전기,주간,19840301,19850301,20260423
R10,경상북도교육청,8801217,구미문성중학교,구미문성중학교,중학교,경상북도,경상북도구미교육지원청,공립,39147 ,경상북도 구미시 고아읍 문성로1길 9,구미문성중학교,054-714-9373,http://school.gyo6.net/gumimunseong,남여공학,054-714-9374,,N,,,전기,주간,20260301,20260301,20260423
R10,경상북도교육청,8801201,구미문성초등학교,구미문성초등학교(GUMIMUNSUNG ELEMENTARY SCHOOL),초등학교,경상북도,경상북도구미교육지원청,공립,39146 ,경상북도 구미시 고아읍 들성로9길 13,(고아읍),054-514-7773,http://school.gyo6.net/gmsung,남여공학,054-514-7774,,N,,,전기,주간,20180301,20180302,20260423
R10,경상북도교육청,8801088,구미봉곡초등학교,Gumi Bonggok Elementary School,초등학교,경상북도,경상북도구미교육지원청,공립,39204 ,경상북도 구미시 봉곡남로1길 23,", 구미봉곡초등학교 (봉곡동,봉곡초등학교)",054-454-7026,https://school.gyo6.net/bonggokes,남여공학,054-454-7030,,N,,,전기,주간,20080301,20080301,20260423
R10,경상북도교육청,8801089,구미사곡초등학교,Sagok Element School,초등학교,경상북도,경상북도구미교육지원청,공립,39328 ,경상북도 구미시 상사동로24길 9,"(사곡동, 구미사곡초등학교)",054-463-2162,https://school.gyo6.net/gumisagok/main.do?sysld=gumisagok,남여공학,054-463-2163,,N,해당없음,,전기,주간,20021001,20030901,20260423
R10,경상북도교육청,8750754,구미산동고등학교,GumiSandong High School,고등학교,경상북도,경상북도교육청,공립,39462 ,경상북도 구미시 산동읍 신당인덕2로 11,구미산동고등학교,054-715-7900,http://school.gyo6.net/gumisandonghs,남여공학,054-715-7905,일반고,N,일반계,,전기,주간,20200301,20200301,20260423
R10,경상북도교육청,8801208,구미신당초등학교,Gumi Shindang School,초등학교,경상북도,경상북도구미교육지원청,공립,39463 ,경상북도 구미시 산동읍 신당4로 29,(구미신당초등학교),054-715-7511,http://school.gyo6.net/gmsdes,남여공학,054-715-7516,,N,,,전후기,주간,20200301,20200301,20260423
R10,경상북도교육청,8801137,구미신평중학교,Gumi Shinpyeong Middle School,중학교,경상북도,경상북도구미교육지원청,공립,39240 ,경상북도 구미시 신비로3길 37-14,", 구미신평중학교 (신평동)",054-461-5306,http://school.gyo6.net/gmspms,남여공학,054-463-8008,,N,일반계,,전기,주간,19920829,19920829,20260423
R10,경상북도교육청,8801090,구미신평초등학교,Gumi Shinpyung Elementary School,초등학교,경상북도,경상북도구미교육지원청,공립,39252 ,경상북도 구미시 신비로4길 15,"(신평동,신평초등학교)",054-464-5472,https://school.gyo6.net/gmspes,남여공학,054-461-0416,,N,해당없음,,전기,주간,19800301,19800301,20260423
R10,경상북도교육청,8750085,구미여자고등학교,Gumi Girls' High School,고등학교,경상북도,경상북도교육청,공립,39198 ,경상북도 구미시 문장로 114,(도량동),054-452-0052,https://school.gyo6.net/gumigirlhs,여,054-452-8340,일반고,N,일반계,,전기,주간,19800826,19800826,20260423
R10,경상북도교육청,8750611,구미여자상업고등학교,Gumi Girls Commercial High School,고등학교,경상북도,경상북도교육청,공립,39316 ,경상북도 구미시 형곡로38길 9-14,"(형곡동, 구미여자상업고등학교)",054-452-2757,http://school.gyo6.net/gys,여,054-451-3216,특성화고,Y,전문계,,전기,주간,19691202,19691202,20260423
R10,경상북도교육청,8801138,구미여자중학교,Gumi Girls Middle School,중학교,경상북도,경상북도구미교육지원청,공립,39306 ,경상북도 구미시 금오산로 162,", (원평동 404) (원평동, 구미여자중학교)",054-455-8958,https://school.gyo6.net/gumigirls,여,054-456-4809,,N,일반계,,전기,주간,19640305,19640305,20260423
R10,경상북도교육청,8801091,구미오산초등학교,Gumi Osan Elementary School,초등학교,경상북도,경상북도구미교육지원청,공립,39361 ,경상북도 구미시 금오대로24길 15,"(오태동, 구미오산초등학교)",054-465-7612,https://school.gyo6.net/gumiosanes,남여공학,054-465-7618,,N,일반계,,전기,주간,20060301,20060503,20260423
R10,경상북도교육청,8801092,구미왕산초등학교,Gumi Wangsan Elementary School,초등학교,경상북도,경상북도구미교육지원청,공립,39353 ,경상북도 구미시 왕산로 32,(임은동),054-461-5635,http://school.gyo6.net/gmws,남여공학,054-461-5638,,N,해당없음,,전기,주간,20070301,20070301,20260423
R10,경상북도교육청,8801216,구미원당중학교,구미원당중학교,중학교,경상북도,경상북도구미교육지원청,공립,39466 ,경상북도 구미시 산동읍 옥계신당로9길 9,구미원당중학교,054-605-2027,http://school.gyo6.net/gmwondangms,남여공학,054-605-2029,,N,,,전기,주간,20260301,20260301,20260423
R10,경상북도교육청,8801207,구미원당초등학교,GUMIWONDANG ELEMENTARY SCHOOL,초등학교,경상북도,경상북도구미교육지원청,공립,39466 ,경상북도 구미시 산동읍 옥계신당로9길 21,"(산동읍, 구미원당초등학교)",054-715-5334,https://school.gyo6.net/gumiwondang,남여공학,054-715-5338,,N,,,전후기,주야간,20200301,20200301,20260423
R10,경상북도교육청,8801205,구미인덕중학교,Gumi Indeok Middle School,중학교,경상북도,경상북도구미교육지원청,공립,39164 ,경상북도 구미시 산동면 신당인덕3로 33,"(산동면, 구미인덕중학교)",054-715-7823,https://school.gyo6.net/Indeok,남여공학,054-715-7826,,N,일반계,,전기,주간,20190301,20190301,20260423
R10,경상북도교육청,8801203,구미인덕초등학교,구미인덕초등학교(Gumindeok Elementary School),초등학교,경상북도,경상북도구미교육지원청,공립,39461 ,경상북도 구미시 산동읍 신당인덕3로 25,", 구미인덕초등학교 (산동읍, 구미인덕초등학교)",054-714-3280,https://school.gyo6.net/gmindeokes,남여공학,054-714-3286,,N,,,전기,주간,20180301,20180301,20260423
R10,경상북도교육청,1421116,구미전자공업고등학교,Gumi National Electronic Technical High School,고등학교,경상북도,교육부,국립,39387 ,경상북도 구미시 임수로 48,(임수동),054-470-3810,http://school.gyo6.net/gnet,남여공학,054-473-3261,특목고,Y,전문계,산업수요 맞춤형 고등학교,전기,주간,19540518,19540618,20260423
R10,경상북도교육청,8750234,구미정보고등학교,Gumi Information High School,고등학교,경상북도,경상북도교육청,공립,39427 ,경상북도 구미시 검성로 143,"(황상동, 구미정보고등학교)",054-475-3600,https://school.gyo6.net/gumi-infohs,남여공학,054-475-3614,특성화고,N,전문계,,전기,주간,19691202,19691202,20260423
R10,경상북도교육청,8750811,구미제일고등학교,Gumi Jeil High School,고등학교,경상북도,경상북도교육청,사립,39129 ,경상북도 구미시 선산대로 129,"(지산동, 구미제일고)",054-452-8424,https://school.gyo6.net/gmjeil,여,054-452-8423,일반고,N,일반계,,전기,주간,19841217,19850319,20260423
R10,경상북도교육청,8801139,구미중학교,Gumi Middle School,중학교,경상북도,경상북도구미교육지원청,공립,39197 ,경상북도 구미시 문장로 159,(도량동),054-452-2527,http://school.gyo6.net/gumi,남,054-457-4524,,N,일반계,,전기,주간,19450506,19450506,20260423
R10,경상북도교육청,8801093,구미초등학교,Gumi Elementary School,초등학교,경상북도,경상북도구미교육지원청,공립,39219 ,경상북도 구미시 역전로2길 23,", 구미초등학교 (원평동)",054-452-2015,http://gumies.school.gyo6.net,남여공학,054-456-0240,,N,해당없음,,전기,주간,19190611,19190611,20260423
R10,경상북도교육청,8750362,구미혜당학교,Gumi Hyedang School,특수학교,경상북도,경상북도교육청,사립,39192 ,경상북도 구미시 선산대로 129-1,"(지산동, 구미혜당학교)",054-455-1728,http://www.hyedang.sc.kr,남여공학,054-452-3114,,N,일반계,,전기,주간,19850129,19850129,20260423
